,bird_species,bird_english_name,bird_generic_name,bird_song_url,bird_song_name
490,guttatus,Spotted Wood Quail,Odontophorus,https://xeno-canto.org/226870/download,XC226870-Spotted Wood-Quail B 1121.mp3
491,guttatus,Spotted Wood Quail,Odontophorus,https://xeno-canto.org/226869/download,XC226869-Spotted Wood-Quail B 1120.mp3
492,guttatus,Spotted Wood Quail,Odontophorus,https://xeno-canto.org/226868/download,XC226868-Spotted Wood-Quail B 1119.mp3
493,guttatus,Spotted Wood Quail,Odontophorus,https://xeno-canto.org/226867/download,XC226867-Spotted Wood-Quail B 1114.mp3
494,guttatus,Spotted Wood Quail,Odontophorus,https://xeno-canto.org/226866/download,XC226866-Spotted Wood-Quail B 1111.mp3
495,guttatus,Spotted Wood Quail,Odontophorus,https://xeno-canto.org/226865/download,XC226865-Spotted Wood-Quail A 1123.mp3
496,guttatus,Spotted Wood Quail,Odontophorus,https://xeno-canto.org/185742/download,XC185742-Odogut_SDR_0617.mp3
497,guttatus,Spotted Wood Quail,Odontophorus,https://xeno-canto.org/185121/download,XC185121-Odogut_SDR_0505.mp3
498,guttatus,Spotted Wood Quail,Odontophorus,https://xeno-canto.org/185120/download,XC185120-Odogut_SDR_0503.mp3
499,guttatus,Spotted Wood Quail,Odontophorus,https://xeno-canto.org/126208/download,XC126208-Spotted Wood QuailGM1.mp3
